timestamp,open,high,low,close,volume
2024-01-01 00:00:00,100.2828200416047,101.18637276927394,99.58645877013865,99.98102073899466,249
2024-01-01 00:05:00,100.40239835672654,100.56766685510937,99.9625665356818,100.4191542353826,496
2024-01-01 00:10:00,100.2005043999265,100.53177800424648,99.20719075981769,100.00791368032804,588
2024-01-01 00:15:00,100.11203226970545,100.72624141871883,99.2834900524683,100.13964522604023,754
2024-01-01 00:20:00,99.3612833192001,99.9752912449494,99.30207709323449,99.58493839856241,710
2024-01-01 00:25:00,99.8211083612136,100.11411553296541,99.86432324854891,100.01309098785286,679
2024-01-01 00:30:00,99.29040149941095,99.77415453121276,98.59330240115568,99.07292774946431,634
2024-01-01 00:35:00,98.79915681462099,98.62438195130152,97.95378280765675,98.4618826891682,530
2024-01-01 00:40:00,99.5401370218419,100.16812264378059,99.05414614840699,99.4159761773591,140
2024-01-01 00:45:00,100.11420848698958,100.87215282663763,100.1704473578094,100.25490732990549,470
2024-01-01 00:50:00,100.01869319458646,100.3048479589755,99.8087411154367,100.43048528725014,363
2024-01-01 00:55:00,99.85623056883253,100.41307733131575,98.79336653290801,99.70058453602228,661
2024-01-01 01:00:00,98.20578684413745,99.20869292200048,98.07494417030411,98.15522231840134,496
2024-01-01 01:05:00,99.32397571765533,99.7632387941304,98.53582689634042,99.27876282155454,321
2024-01-01 01:10:00,100.6981366830452,100.88514763827379,100.37498487967036,100.8236233097404,675
2024-01-01 01:15:00,100.70672429051243,101.48457675254394,99.98445939721744,100.61142566024209,589
2024-01-01 01:20:00,101.23436278061723,102.01124416071336,100.958831331625,101.06549703154201,719
2024-01-01 01:25:00,101.63060319327019,102.19573134034891,101.37616061964083,101.53236114988412,916
2024-01-01 01:30:00,101.80694482379106,102.95290683680803,101.90977562594195,102.01780359240162,806
2024-01-01 01:35:00,101.95430698080382,101.96503048307277,100.73367787440098,101.92811739335518,261
2024-01-01 01:40:00,103.06866182920429,103.45245375419977,102.01887460460327,102.63215813565621,516
