timestamp,open,high,low,close,volume
2024-01-01 00:00:00,99.72057030725668,100.26046220676558,99.39969087656219,100.24365498500961,496
2024-01-01 01:00:00,100.39310321672222,100.46682119240502,98.95585140170219,99.70248976591664,390
2024-01-01 02:00:00,100.38055760190221,100.69320938010989,100.0742647712924,99.65168814316858,227
2024-01-01 03:00:00,101.23491838862714,101.95939532986934,101.38175122954095,101.81808279800912,246
2024-01-01 04:00:00,101.28171927484142,101.69909224398185,100.16931806445707,100.84794034205183,367
2024-01-01 05:00:00,102.77940292651849,103.05302637998523,102.14862989553524,102.5782613176876,864
2024-01-01 06:00:00,103.8752896482083,104.3783498669293,103.03822483312375,103.74475053738354,833
2024-01-01 07:00:00,102.95089914343684,103.06621851372616,102.67404181090298,102.89691204845738,108
2024-01-01 08:00:00,102.17245612909699,102.83362192285217,101.56904757373837,102.30082065068014,964
2024-01-01 09:00:00,101.93297336922103,102.69592831505491,100.84814776386852,101.65142409919736,615
2024-01-01 10:00:00,102.69631315255585,103.18607739719354,102.9799906006584,102.64830599700169,327
2024-01-01 11:00:00,103.87600704198736,104.37918344342312,103.4215229136757,103.83593555061081,420
2024-01-01 12:00:00,103.6660965081069,104.30336708793692,103.17280567635952,103.41313380749592,938
2024-01-01 13:00:00,105.08152549136715,105.77991160283753,104.8117037877778,104.89963847517262,743
2024-01-01 14:00:00,105.82655752375338,106.7017816013098,105.55623953948032,105.52660411493929,279
2024-01-01 15:00:00,106.18699029838929,106.63790282282777,105.37089507418227,106.0044648105274,133
2024-01-01 16:00:00,103.84551608497269,104.32062801780465,103.06382551311583,103.5531650929131,904
2024-01-01 17:00:00,103.52930616426394,104.04636864913562,103.50355777828294,103.40691737469523,437
2024-01-01 18:00:00,104.10151047928409,104.69083375288562,103.6902425205433,104.2358676326376,224
2024-01-01 19:00:00,105.42801174583504,105.98629767628525,105.40163528620297,105.55907818017081,264
2024-01-01 20:00:00,105.23836283780064,105.87334841954753,104.7559886454931,105.09434665977788,465
2024-01-01 21:00:00,105.62440413370796,106.35306009474378,104.89477488389508,105.4854548513558,221
2024-01-01 22:00:00,105.91553790989427,106.11402208654924,104.96202488490219,105.34353413374286,211
2024-01-01 23:00:00,105.74542668004831,105.75293668103457,105.30578568910576,105.99858432923608,976
2024-01-02 00:00:00,107.18001981841495,107.54063498490594,106.63032623796651,106.76805005561994,802
2024-01-02 01:00:00,108.2997826562198,108.72373646808677,107.82809122903433,107.78370826878212,327
2024-01-02 02:00:00,108.83294561830431,109.48082928680397,108.4053300675429,109.20148785568627,989
2024-01-02 03:00:00,108.89090219323315,108.75340994897344,108.38574102454565,108.59905953571999,652
2024-01-02 04:00:00,108.25289856242351,108.53701529292442,107.94474147281427,108.22406553838697,120
2024-01-02 05:00:00,107.67266700103254,107.71678753464343,107.17955350579109,107.58681062233971,562
2024-01-02 06:00:00,107.50862407767546,107.79302402489228,106.96060839625561,107.57704442808317,285
2024-01-02 07:00:00,105.59327632272836,106.37834821598514,105.40980482849848,105.45420269373783,403
2024-01-02 08:00:00,105.16636546633177,105.77155620308405,105.10463283286589,105.42184887516994,778
2024-01-02 09:00:00,105.78202328055278,105.91895955140949,105.15418461947267,105.4642495618514,200
2024-01-02 10:00:00,106.62781120247588,106.72227289941172,106.20373087141647,106.31122164688608,503
